id,Calorie_correction,Moisture,Crude_protein,Crude_fat,Saturated_fat,Total_carbohydrates,Dietary_fiber,Total_carbohydrate,glucose,fructose,Galactose,maltose,sucrose,lactose,sodium,Potassium,calcium,magnesium,iron,Zinc,phosphorus,copper,manganese,VitaminB1,VitaminB2,VitaminB6,VitaminB12,VitaminC,Folic_acid,VitaminA,VitaminD,VitaminE,Cluster_category
368,1159.0,44.5,38.2,63.3,14.6,145.9,68.5,7.9,2.6,3.5,0.0,1.6,0.0,0.0,671.0,1224.0,1044.0,296.0,25.1,5.3,556.0,0.0,0.0,0.3,0.25,0.98,0.21,2.5,176.5,975.0,0.0,32.14,1
369,48.0,183.3,3.8,0.5,0.2,10.9,4.5,3.6,1.2,0.4,0.0,0.4,0.0,1.6,4.0,593.0,52.0,26.0,0.8,1.0,114.0,0.02,0.0,0.22,0.34,0.26,0.06,2.6,42.4,1936.0,0.0,0.31,3
370,17.0,94.6,1.1,0.1,0.1,3.9,1.0,2.1,1.3,0.8,0.0,0.0,0.0,0.0,0.0,117.0,10.0,10.0,0.2,0.1,22.0,0.01,0.0,0.02,0.02,0.08,0.0,6.5,39.3,6.0,0.0,0.04,0
372,640.0,393.0,36.3,45.7,20.2,24.1,6.9,8.4,2.1,1.7,0.0,0.0,4.5,0.0,236.0,1268.0,78.0,80.0,7.4,13.2,330.0,0.02,0.0,0.2,0.42,0.69,5.88,26.6,71.7,20829.0,0.0,2.8,2
373,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
374,16.0,91.9,2.6,0.3,0.1,3.3,3.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,12.0,441.0,150.0,85.0,8.5,0.9,45.0,0.1,1.5,0.0,0.1,0.1,0.0,16.1,210.2,8591.0,0.0,1.1,3
375,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
376,287.0,57.7,18.0,23.3,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,254.0,33.0,18.0,1.0,2.4,161.0,0.0,0.0,0.67,0.16,0.36,0.78,0.5,4.9,79.0,0.0,0.32,0
377,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
378,181.0,347.7,28.4,1.6,0.7,18.4,6.2,6.9,0.5,6.2,0.0,0.0,0.0,0.2,68.0,1331.0,71.0,69.0,2.5,2.2,373.0,0.0,0.0,0.44,0.73,0.52,0.9,2.7,64.4,1939.0,0.0,0.52,3
379,296.0,128.5,11.1,6.4,3.0,51.8,5.6,7.4,2.4,3.3,0.0,1.6,0.0,0.0,356.0,458.0,69.0,60.0,1.8,1.7,160.0,0.0,0.0,0.26,0.15,0.14,0.21,2.4,66.7,1938.0,0.0,2.3,3
380,387.0,34.5,16.6,27.8,10.2,17.7,0.0,12.5,0.8,0.0,0.0,0.0,11.8,0.0,1021.0,310.0,6.0,18.0,1.2,1.8,196.0,0.0,0.0,0.47,0.16,0.17,0.77,12.4,7.5,63.0,0.0,0.22,0
381,443.0,279.7,2.6,0.9,0.3,115.1,7.3,16.6,4.2,6.6,0.0,0.0,5.8,0.0,97.0,615.0,52.0,48.0,2.4,0.9,57.0,0.02,0.0,0.11,0.13,0.31,0.0,14.0,64.8,21688.0,0.0,2.61,2
382,70.0,177.1,4.0,0.4,0.1,17.4,4.6,10.7,3.3,6.2,0.0,0.0,1.3,0.0,19.0,452.0,48.0,26.0,0.9,0.7,82.0,0.0,0.0,0.13,0.14,0.17,0.0,78.4,55.8,1518.0,0.0,0.71,1
383,1826.0,90.3,43.4,65.6,11.6,290.8,14.8,199.0,1.9,1.5,0.0,3.2,192.4,0.0,455.0,1249.0,1993.0,500.0,12.3,8.5,956.0,0.07,0.03,0.47,0.95,1.05,0.8,0.6,244.1,558.0,84.4,31.95,1
384,28.0,89.8,2.1,0.1,0.0,7.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,203.0,94.0,50.0,0.7,0.7,53.0,0.0,0.0,0.02,0.1,0.05,0.0,11.3,0.0,2258.0,0.0,0.45,3
385,185.0,150.8,6.0,0.6,0.1,40.2,4.1,1.3,0.3,0.2,0.0,0.0,0.9,0.0,36.0,646.0,42.0,86.0,7.0,1.3,216.0,0.0,0.0,0.3,0.07,0.28,0.0,17.5,19.7,0.0,0.0,10.94,0
386,17.0,94.8,0.5,0.3,0.0,4.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,16.0,7.0,0.2,0.2,16.0,0.0,0.0,0.01,0.04,0.02,0.0,22.0,0.0,26.0,0.0,0.0,0
387,108.0,266.0,3.5,0.9,0.3,27.5,9.1,9.2,2.6,2.0,0.0,0.0,4.5,0.0,95.0,725.0,61.0,58.0,2.6,1.5,73.0,0.02,0.0,0.13,0.13,0.65,0.0,186.5,61.5,21339.0,0.0,3.1,2
388,124.0,165.8,3.9,0.2,0.0,28.5,3.7,6.3,1.0,0.7,0.0,0.0,4.5,0.0,92.0,768.0,29.0,23.0,1.0,1.3,71.0,0.0,0.0,0.17,0.06,0.34,0.0,14.5,25.6,20718.0,0.0,0.61,2
389,185.0,60.0,5.5,7.3,2.7,24.9,1.3,3.2,0.8,0.4,0.0,1.0,1.0,0.0,648.0,124.0,20.0,14.0,0.8,0.6,163.0,0.0,0.0,0.05,0.03,0.07,0.63,0.0,5.7,5.0,0.0,0.14,0
390,345.0,12.0,11.7,1.5,0.4,72.4,2.5,2.2,0.1,0.0,0.0,1.9,0.2,0.0,752.0,98.0,17.0,27.0,1.0,0.7,89.0,0.0,0.0,0.09,0.02,0.04,0.0,0.0,17.0,0.0,0.0,0.27,0
391,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
392,406.0,191.2,3.0,2.6,0.0,102.0,8.6,5.2,1.9,2.5,0.0,0.0,0.8,0.0,4.0,346.0,13.0,32.0,0.9,1.0,63.0,0.0,0.0,0.03,0.18,0.13,0.0,172.5,58.9,1668.0,0.0,0.29,1
393,74.0,176.0,4.4,0.3,0.1,18.0,4.2,12.7,3.5,4.0,0.0,0.0,5.2,0.0,15.0,501.0,54.0,34.0,1.1,0.9,82.0,0.0,0.0,0.16,0.17,0.28,0.0,87.3,67.0,628.0,0.0,0.68,1
394,68.0,179.9,1.4,0.2,0.0,17.9,1.7,13.7,4.9,6.6,0.0,0.0,2.2,0.0,4.0,307.0,30.0,26.0,0.5,0.4,23.0,0.0,0.0,0.07,0.08,0.23,0.0,65.1,52.4,1352.0,0.0,0.35,1
395,117.0,264.7,2.0,0.4,0.1,31.8,5.5,22.1,7.0,9.3,0.0,0.0,5.8,0.0,96.0,497.0,54.0,30.0,0.7,0.6,51.0,0.0,0.0,0.12,0.08,0.28,0.0,66.8,63.8,22302.0,0.0,0.79,2
396,85.0,272.7,5.7,1.1,0.0,18.4,6.3,1.1,0.5,0.6,0.0,0.0,0.0,0.0,31.0,808.0,74.0,43.0,2.1,0.9,121.0,0.0,0.0,0.19,0.22,0.47,0.0,168.7,55.8,18322.0,0.0,2.72,2
397,39.0,186.0,4.2,0.3,0.0,8.3,4.2,3.5,1.8,1.7,0.0,0.0,0.0,0.0,61.0,464.0,68.0,31.0,0.9,0.8,88.0,0.0,0.0,0.1,0.14,0.2,0.0,89.2,72.0,599.0,0.0,0.64,1
398,335.0,115.2,3.4,1.3,0.1,78.5,3.1,2.8,0.6,2.2,0.0,0.0,0.0,0.0,7.0,683.0,57.0,41.0,3.9,3.2,89.0,0.06,0.41,0.07,0.02,0.08,0.0,8.8,24.0,72.0,0.0,0.32,0
399,387.0,34.5,16.6,27.8,10.2,17.7,0.0,12.5,0.8,0.0,0.0,0.0,11.8,0.0,1021.0,310.0,6.0,18.0,1.2,1.8,196.0,0.0,0.0,0.47,0.16,0.17,0.77,12.4,7.5,63.0,0.0,0.22,0
400,358.0,134.8,43.6,19.0,6.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,700.0,32.0,66.0,1.2,1.6,398.0,0.0,0.0,0.32,0.06,1.14,3.54,2.0,8.0,294.0,0.0,2.22,0
401,169.0,165.2,13.8,9.0,3.1,10.5,2.6,6.5,1.2,0.7,0.0,0.0,4.5,0.0,227.0,333.0,81.0,22.0,2.2,1.5,215.0,0.07,0.03,0.13,0.52,0.26,0.8,6.0,95.1,21276.0,84.4,2.64,2
402,13.0,95.2,1.1,0.3,0.1,2.6,1.4,0.7,0.3,0.4,0.0,0.0,0.0,0.0,1.0,321.0,51.0,14.0,0.5,0.3,30.0,0.0,0.0,0.04,0.08,0.03,0.0,2.4,0.0,1933.0,0.0,0.26,1
403,57.0,180.1,4.8,0.3,0.0,13.3,5.7,7.4,1.5,1.3,0.0,0.0,4.5,0.0,104.0,537.0,71.0,33.0,1.1,0.7,100.0,0.0,0.0,0.12,0.17,0.28,0.0,80.7,72.3,21317.0,0.0,1.06,2
404,83.0,272.1,4.8,0.5,0.1,20.5,6.0,10.7,3.3,6.2,0.0,0.0,1.3,0.0,84.0,766.0,131.0,38.0,1.5,1.0,107.0,0.0,0.0,0.14,0.18,0.22,0.0,85.0,55.8,2182.0,0.0,0.85,3
405,107.0,172.4,1.9,3.9,1.2,20.9,4.9,10.5,3.1,6.2,0.0,0.0,1.3,0.0,6.0,364.0,10.0,23.0,0.4,0.9,44.0,0.0,0.0,0.1,0.11,0.27,0.0,13.0,0.0,1343.0,0.0,1.45,1
406,1410.0,173.8,25.5,110.8,19.1,85.7,5.7,3.1,0.7,0.3,0.0,1.9,0.2,0.0,894.0,537.0,92.0,71.0,4.9,2.5,292.0,0.09,0.03,0.2,0.53,0.25,0.8,3.5,140.6,609.0,84.4,46.62,1
408,31.0,91.0,0.7,0.5,0.2,7.3,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.01,0.03,0.0,34.0,0.0,0.0,0.0,0.55,0
410,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
411,127.0,262.9,1.9,0.4,0.2,33.8,3.2,27.1,7.9,11.2,0.0,0.0,8.1,0.0,17.0,500.0,23.0,25.0,0.7,0.9,32.0,0.08,0.0,0.15,0.07,0.27,0.0,25.9,16.8,1060.0,0.0,0.24,1
412,98.0,171.5,1.0,0.3,0.2,26.6,2.6,21.2,5.8,9.0,0.0,0.0,6.5,0.0,4.0,275.0,14.0,16.0,0.4,0.6,22.0,0.0,0.0,0.13,0.05,0.19,0.0,15.1,11.2,948.0,0.0,0.11,1
413,121.0,263.6,2.4,0.3,0.1,32.4,5.1,24.1,7.2,7.1,0.0,0.0,9.7,0.0,92.0,546.0,60.0,38.0,0.9,0.8,51.0,0.0,0.0,0.15,0.11,0.39,0.0,75.7,75.0,21412.0,0.0,0.76,2
414,117.0,264.7,2.0,0.4,0.1,31.8,5.5,22.1,7.0,9.3,0.0,0.0,5.8,0.0,96.0,497.0,54.0,30.0,0.7,0.6,51.0,0.0,0.0,0.12,0.08,0.28,0.0,66.8,63.8,22302.0,0.0,0.79,2
415,561.0,115.7,38.3,44.0,10.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,676.0,34.0,60.0,4.2,1.7,416.0,0.0,0.0,0.16,0.74,0.65,16.27,0.0,58.0,720.0,0.0,1.17,1
416,373.0,102.3,2.3,2.5,0.0,92.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,5.0,27.0,0.7,0.7,50.0,0.0,0.0,0.0,0.15,0.02,0.0,34.6,3.3,1617.0,0.0,0.04,1
417,958.0,80.6,2.6,100.2,16.3,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,249.0,0.0,17.95,0
418,62.0,181.5,1.4,0.6,0.2,15.7,2.5,0.9,0.5,0.4,0.0,0.0,0.1,0.0,5.0,282.0,35.0,16.0,0.4,0.2,38.0,0.0,0.0,0.1,0.04,0.09,0.0,85.1,0.0,0.0,0.0,0.89,0
419,371.0,282.3,19.5,3.9,0.8,67.9,6.7,2.4,1.3,1.1,0.0,0.0,0.0,0.0,10405.0,824.0,73.0,124.0,16.9,1.9,292.0,0.0,0.0,0.07,0.25,1.89,0.17,13.9,83.7,1627.0,0.0,30.08,3
420,276.0,41.5,4.0,11.0,2.4,41.4,2.8,4.0,1.1,1.1,0.0,1.2,0.5,0.0,503.0,173.0,130.0,19.0,0.3,0.4,128.0,0.0,0.0,0.09,0.03,0.15,0.0,0.0,13.8,0.0,0.0,6.95,0
421,1534.0,131.4,3.5,101.3,16.4,161.6,12.2,76.3,39.8,2.2,0.0,0.0,0.0,34.3,41.0,688.0,66.0,44.0,3.9,3.3,92.0,0.06,0.41,0.08,0.02,0.13,0.0,8.8,34.4,321.0,0.0,18.27,0
422,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
423,182.0,166.0,14.4,11.4,4.7,5.8,2.8,0.7,0.4,0.3,0.0,0.0,0.0,0.0,549.0,349.0,68.0,29.0,2.1,1.9,150.0,0.0,0.0,0.12,0.3,0.28,0.98,7.6,54.6,1014.0,0.0,1.43,1
424,561.0,115.7,38.3,44.0,10.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,676.0,34.0,60.0,4.2,1.7,416.0,0.0,0.0,0.16,0.74,0.65,16.27,0.0,58.0,720.0,0.0,1.17,1
425,726.0,531.7,28.6,38.8,14.3,70.3,5.7,11.3,3.9,2.9,0.0,0.0,4.5,0.0,11923.0,1581.0,208.0,223.0,11.5,1.9,377.0,0.05,0.0,0.2,0.36,2.0,2.4,76.4,162.6,20891.0,0.0,1.36,2
426,242.0,34.3,4.6,1.4,0.3,57.9,10.4,26.1,0.7,0.5,0.0,0.0,24.8,0.0,1.0,758.0,39.0,60.0,1.2,1.0,114.0,0.0,0.0,0.23,0.13,0.61,0.0,14.7,59.9,25.0,0.0,14.34,0
427,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
428,283.0,33.3,10.0,6.1,2.9,49.2,4.2,6.7,2.1,2.9,0.0,1.6,0.0,0.0,355.0,137.0,18.0,46.0,1.3,1.4,130.0,0.0,0.0,0.22,0.07,0.11,0.21,0.0,66.7,5.0,0.0,2.04,0
429,47.0,86.3,0.3,0.2,0.1,13.0,1.5,9.6,2.8,5.6,0.0,0.0,1.3,0.0,4.0,113.0,4.0,4.0,0.1,0.2,11.0,0.0,0.0,0.05,0.01,0.04,0.0,3.1,0.0,919.0,0.0,0.07,1
430,228.0,57.1,15.3,12.9,5.5,12.6,0.0,2.1,0.1,0.0,0.0,1.0,1.0,0.0,596.0,200.0,7.0,20.0,0.6,0.4,102.0,0.0,0.0,0.06,0.07,0.01,0.36,0.0,0.0,43.0,0.0,0.15,0
431,233.0,158.8,20.9,14.8,5.9,4.5,2.0,2.5,1.4,1.1,0.0,0.0,0.0,0.0,69.0,584.0,49.0,31.0,1.8,2.8,244.0,0.03,0.0,0.72,0.25,0.31,0.78,62.8,61.5,39.0,0.0,0.5,0
432,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
434,488.0,95.6,13.6,19.4,3.3,67.3,3.3,42.9,3.0,2.5,0.0,7.0,30.5,0.0,855.0,500.0,287.0,58.0,3.6,0.8,249.0,0.04,0.0,0.09,0.09,0.36,0.0,15.0,76.2,3681.0,0.0,10.8,3
436,306.0,97.8,12.7,9.4,2.0,71.5,50.6,2.9,0.9,0.0,0.0,0.4,0.0,1.6,568.0,1640.0,1321.0,190.0,23.0,2.4,279.0,0.02,0.0,0.29,0.72,2.04,0.06,0.2,107.9,836.0,0.0,8.81,1
437,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
438,467.0,602.5,11.5,26.1,23.5,55.8,10.7,12.2,2.9,2.4,0.0,0.8,6.3,0.0,202.0,2061.0,256.0,114.0,8.0,5.0,262.0,0.06,0.04,0.32,0.4,0.72,0.0,158.5,70.3,20848.0,0.0,1.97,2
439,150.0,73.0,18.9,7.7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,245.0,5.0,20.0,1.0,2.2,150.0,0.0,0.0,0.1,0.18,0.15,0.65,2.6,7.4,85.0,0.0,2.05,0
440,102.0,77.6,19.6,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,291.0,5.0,16.0,0.2,0.4,188.0,0.0,0.0,0.02,0.07,0.03,1.33,0.5,0.0,77.0,0.0,0.35,0
441,900.0,361.2,19.0,75.0,13.0,40.6,4.5,8.8,2.4,1.9,0.0,0.0,4.5,0.0,1213.0,943.0,110.0,53.0,4.6,3.5,302.0,0.11,0.03,0.23,0.62,0.43,0.96,42.8,118.0,21517.0,84.4,33.48,2
442,747.0,210.9,4.5,1.8,0.2,180.4,4.7,99.8,0.9,2.6,0.0,0.0,96.3,0.0,9.0,1007.0,112.0,56.0,4.6,3.7,119.0,0.06,0.41,0.12,0.11,0.14,0.0,11.4,24.8,2023.0,0.0,0.58,3
443,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
444,1633.0,161.6,48.8,69.5,37.6,208.4,5.7,54.3,10.6,6.8,0.0,2.8,34.1,0.0,1995.0,1405.0,1234.0,149.0,5.0,8.4,961.0,0.0,0.0,0.34,0.71,0.97,3.84,5.0,44.6,3208.0,0.0,17.55,3
445,102.0,77.6,19.6,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,291.0,5.0,16.0,0.2,0.4,188.0,0.0,0.0,0.02,0.07,0.03,1.33,0.5,0.0,77.0,0.0,0.35,0
446,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
447,396.0,134.5,3.0,32.8,5.9,25.2,3.8,12.9,3.8,4.2,0.0,0.0,4.9,0.0,1277.0,325.0,27.0,31.0,0.9,1.3,87.0,0.0,0.0,0.09,0.15,0.27,0.25,9.9,3.6,595.0,0.0,24.81,3
450,47.0,86.3,0.3,0.2,0.1,13.0,1.5,9.6,2.8,5.6,0.0,0.0,1.3,0.0,4.0,113.0,4.0,4.0,0.1,0.2,11.0,0.0,0.0,0.05,0.01,0.04,0.0,3.1,0.0,919.0,0.0,0.07,1
451,429.0,219.6,21.4,28.1,10.3,26.0,3.3,15.3,2.5,1.1,0.0,0.0,11.8,0.0,1054.0,838.0,31.0,39.0,2.7,2.8,316.0,0.41,0.0,0.57,0.68,0.5,0.86,74.8,93.4,72.0,0.0,0.4,0
452,897.0,74.1,31.9,84.6,32.1,2.4,0.0,1.4,0.4,0.0,0.0,0.2,0.4,0.4,2149.0,430.0,8.0,34.0,1.4,3.2,529.0,0.0,0.0,0.89,0.29,0.44,1.54,49.1,17.2,62.0,0.0,0.44,3
453,75.0,76.9,2.5,0.4,0.2,19.1,5.1,1.3,0.0,0.9,0.0,0.0,0.4,0.0,15.0,358.0,46.0,50.0,0.8,0.8,93.0,0.0,0.0,0.05,0.04,0.09,0.0,3.3,0.0,11.0,0.0,0.13,0
454,36.0,187.1,3.8,0.3,0.1,6.9,2.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,84.0,576.0,87.0,21.0,1.5,1.0,105.0,0.39,0.0,0.07,0.51,0.17,0.09,6.8,24.4,664.0,0.0,0.14,1
455,797.0,89.6,1.7,0.5,0.2,205.5,3.2,196.3,2.1,1.8,0.0,0.0,192.4,0.0,62.0,818.0,491.0,129.0,2.0,0.9,26.0,0.02,0.0,0.02,0.24,0.33,0.0,2.9,61.9,51.0,0.0,6.39,0
456,16.0,93.6,1.7,0.3,0.1,3.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,292.0,181.0,31.0,1.4,0.4,37.0,0.04,0.0,0.03,0.08,0.11,0.0,51.9,58.2,7378.0,0.0,1.34,3
458,283.0,33.3,10.0,6.1,2.9,49.2,4.2,6.7,2.1,2.9,0.0,1.6,0.0,0.0,355.0,137.0,18.0,46.0,1.3,1.4,130.0,0.0,0.0,0.22,0.07,0.11,0.21,0.0,66.7,5.0,0.0,2.04,0
461,390.0,290.9,8.9,0.5,0.1,88.5,0.2,51.7,24.3,27.3,0.0,0.0,0.1,0.0,5128.0,540.0,19.0,69.0,2.3,0.5,149.0,0.0,0.0,0.06,0.15,1.03,0.0,50.7,43.3,136.0,0.0,0.33,3
462,172.0,349.4,2.7,1.2,0.4,45.0,5.8,27.5,8.6,12.1,0.0,0.0,6.9,0.0,12.0,720.0,57.0,33.0,0.7,0.8,77.0,0.0,0.0,0.15,0.09,0.38,0.0,133.8,5.7,1117.0,0.0,3.82,1
463,1115.0,143.2,20.5,108.6,42.7,16.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5135.0,525.0,57.0,66.0,4.1,1.7,309.0,0.07,0.03,0.1,0.59,1.08,0.8,0.6,121.1,902.0,84.4,3.98,3
465,186.0,137.3,9.2,0.3,0.0,42.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,679.0,23.0,66.0,2.8,1.2,143.0,0.0,0.0,0.07,0.15,1.29,0.0,35.2,42.5,475.0,0.0,3.71,3
466,177.0,60.6,12.4,5.6,2.1,19.2,0.0,2.8,0.2,0.2,0.0,0.0,2.4,0.0,723.0,103.0,5.0,23.0,0.3,0.5,40.0,0.0,0.0,0.04,0.05,0.08,0.9,0.0,2.9,33.0,0.0,0.33,0
467,377.0,289.4,13.6,0.5,0.2,84.1,4.8,56.7,23.9,32.6,0.0,0.0,0.0,0.2,5112.0,1009.0,8.0,79.0,4.2,1.8,277.0,0.0,0.0,0.4,0.71,1.15,0.02,0.0,97.4,0.0,0.0,0.01,3
468,550.0,121.0,33.7,45.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,601.0,19.0,31.0,4.8,12.4,268.0,0.0,0.0,0.13,0.34,0.42,5.88,2.2,10.2,60.0,0.0,0.22,0
469,150.0,163.5,21.3,2.0,0.4,12.6,1.1,2.3,1.2,1.2,0.0,0.0,0.0,0.0,50.0,149.0,21.0,47.0,3.3,1.6,92.0,0.04,0.0,0.07,0.05,0.04,0.0,8.2,30.7,112.0,0.0,1.51,0
470,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
471,290.0,329.9,28.0,12.1,4.0,23.6,4.7,7.2,1.8,1.5,0.0,0.0,3.8,0.0,1360.0,632.0,211.0,183.0,14.4,3.8,450.0,0.08,0.03,0.29,1.51,0.44,62.89,9.2,135.0,793.0,84.4,3.25,3
472,406.0,182.1,9.7,0.3,0.0,96.5,6.1,50.5,23.7,26.8,0.0,0.0,0.0,0.0,5108.0,685.0,25.0,68.0,2.8,1.2,153.0,0.0,0.0,0.08,0.16,1.3,0.0,35.2,43.3,475.0,0.0,3.71,3
473,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
474,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
477,797.0,90.1,0.9,0.2,0.1,206.8,1.5,205.2,4.5,7.1,0.0,0.0,193.7,0.0,62.0,627.0,474.0,100.0,0.1,0.6,20.0,0.0,0.0,0.05,0.22,0.27,0.0,3.1,16.9,919.0,0.0,4.38,1
478,50.0,183.0,4.3,0.5,0.2,10.7,4.6,2.5,1.5,1.0,0.0,0.0,0.0,0.0,21.0,485.0,17.0,23.0,1.2,1.5,107.0,0.39,0.0,0.13,0.53,0.52,0.09,178.4,24.4,570.0,0.0,0.6,1
479,601.0,352.8,41.0,10.9,3.6,91.1,7.3,9.6,0.4,5.8,0.0,3.2,0.0,0.2,487.0,1061.0,79.0,74.0,5.8,3.9,481.0,0.08,0.03,0.61,1.23,0.51,0.94,0.8,192.7,558.0,84.4,3.03,1
480,1143.0,198.9,2.5,1.1,0.4,294.3,4.4,197.2,2.6,2.2,0.0,0.0,192.5,0.0,66.0,968.0,517.0,139.0,2.2,1.0,48.0,0.02,0.0,0.09,0.3,0.38,0.0,39.5,65.2,51.0,0.0,6.98,0
481,51.0,85.2,0.7,0.1,0.1,13.6,1.1,11.6,3.0,3.4,0.0,0.0,5.2,0.0,0.0,162.0,10.0,12.0,0.3,0.4,11.0,0.0,0.0,0.08,0.04,0.15,0.0,12.0,11.2,29.0,0.0,0.04,0
482,167.0,169.2,16.3,10.8,3.5,2.3,1.3,0.6,0.2,0.0,0.0,0.0,0.4,0.0,140.0,276.0,68.0,34.0,2.3,1.6,254.0,0.07,0.03,0.18,0.51,0.15,0.8,0.6,91.9,558.0,84.4,3.24,1
483,169.0,165.2,13.8,9.0,3.1,10.5,2.6,6.5,1.2,0.7,0.0,0.0,4.5,0.0,227.0,333.0,81.0,22.0,2.2,1.5,215.0,0.07,0.03,0.13,0.52,0.26,0.8,6.0,95.1,21276.0,84.4,2.64,2
485,387.0,34.5,16.6,27.8,10.2,17.7,0.0,12.5,0.8,0.0,0.0,0.0,11.8,0.0,1021.0,310.0,6.0,18.0,1.2,1.8,196.0,0.0,0.0,0.47,0.16,0.17,0.77,12.4,7.5,63.0,0.0,0.22,0
