id,Calorie_correction,Moisture,Crude_protein,Crude_fat,Saturated_fat,Total_carbohydrates,Dietary_fiber,Total_carbohydrate,glucose,fructose,Galactose,maltose,sucrose,lactose,sodium,Potassium,calcium,magnesium,iron,Zinc,phosphorus,copper,manganese,VitaminB1,VitaminB2,VitaminB6,VitaminB12,VitaminC,Folic_acid,VitaminA,VitaminD,VitaminE,Cluster_category
1,109.0,71.7,1.8,0.2,0.2,25.4,2.4,5.1,0.5,0.4,0.0,0.4,3.9,0.0,42.0,300.0,25.0,23.0,0.5,0.2,52.0,0.0,0.0,0.09,0.04,0.12,0.0,30.3,15.1,10491.0,0.0,0.32,3
3,1101.0,139.6,34.9,35.0,16.7,178.0,26.7,0.6,0.0,0.0,0.0,0.0,0.6,0.0,516.0,5723.0,187.0,500.0,16.2,7.2,918.0,0.0,0.0,0.18,0.26,0.88,0.08,2.6,75.2,87.0,0.0,12.4,1
4,90.0,268.1,5.8,0.5,0.0,23.6,12.1,6.5,1.2,0.7,0.0,0.0,4.5,0.0,104.0,665.0,58.0,40.0,2.7,1.4,155.0,0.01,0.0,0.14,0.51,0.38,0.13,5.5,84.1,20718.0,0.0,0.42,2
6,22.0,92.6,1.7,0.2,0.2,4.7,1.7,2.2,1.1,1.1,0.0,0.0,0.0,0.0,0.0,303.0,10.0,11.0,0.8,0.9,42.0,0.0,0.0,0.07,0.06,0.08,0.0,5.0,0.0,0.0,0.0,0.39,0
7,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
8,305.0,93.7,2.9,4.1,0.6,70.5,10.7,43.6,36.5,2.1,0.0,0.0,5.1,0.0,10509.0,411.0,42.0,26.0,5.2,0.6,46.0,0.0,0.0,0.02,0.07,0.07,0.0,6.6,19.6,131.0,0.0,1.42,3
9,959.0,256.0,33.9,85.5,32.1,16.4,3.2,1.4,0.4,0.0,0.0,0.2,0.4,0.4,2165.0,899.0,38.0,55.0,2.7,3.6,579.0,0.0,0.0,1.0,0.38,0.78,1.54,142.5,17.2,17785.0,0.0,2.52,2
10,222.0,251.4,16.1,9.2,3.1,20.5,2.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,206.0,835.0,141.0,43.0,3.1,2.7,249.0,0.07,0.03,0.18,0.55,0.31,0.8,36.7,90.0,1222.0,84.4,2.38,1
11,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
13,64.0,81.8,1.0,0.2,0.1,16.5,0.8,14.1,7.0,7.0,0.0,0.0,0.1,0.0,1.0,185.0,4.0,14.0,0.1,0.3,25.0,0.04,0.0,0.03,0.06,0.09,0.0,52.3,14.9,0.0,0.0,0.17,0
14,971.0,154.6,34.5,84.8,32.1,18.2,1.3,1.4,0.4,0.0,0.0,0.2,0.4,0.4,2152.0,816.0,12.0,54.0,2.0,4.3,567.0,0.0,0.0,0.97,0.32,0.59,1.54,78.6,28.6,62.0,0.0,0.46,3
16,109.0,71.7,1.8,0.2,0.2,25.4,2.4,5.1,0.5,0.4,0.0,0.4,3.9,0.0,42.0,300.0,25.0,23.0,0.5,0.2,52.0,0.0,0.0,0.09,0.04,0.12,0.0,30.3,15.1,10491.0,0.0,0.32,3
17,387.0,34.5,16.6,27.8,10.2,17.7,0.0,12.5,0.8,0.0,0.0,0.0,11.8,0.0,1021.0,310.0,6.0,18.0,1.2,1.8,196.0,0.0,0.0,0.47,0.16,0.17,0.77,12.4,7.5,63.0,0.0,0.22,0
18,954.0,209.8,34.6,54.4,8.8,93.6,21.3,6.6,1.0,1.0,0.0,0.0,4.5,0.0,706.0,1286.0,879.0,339.0,22.8,5.3,785.0,0.0,0.0,0.21,1.17,0.9,0.32,27.7,329.5,24110.0,0.0,21.45,2
22,346.0,109.3,0.8,0.6,0.2,88.8,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.06,0.05,0.0,36.6,3.3,0.0,0.0,0.59,0
23,359.0,204.4,1.5,0.6,0.2,92.6,3.0,1.7,1.0,0.6,0.0,0.0,0.1,0.0,4.0,330.0,31.0,23.0,0.3,0.2,43.0,0.01,0.0,0.07,0.09,0.16,0.0,84.9,68.8,6.0,0.0,1.15,0
24,376.0,101.1,0.7,0.1,0.1,97.7,1.1,47.6,5.0,3.4,0.0,34.0,5.2,0.0,0.0,162.0,10.0,12.0,0.3,0.4,11.0,0.0,0.0,0.08,0.04,0.15,0.0,12.0,14.6,29.0,0.0,0.04,0
25,416.0,168.0,42.7,10.0,3.7,66.8,31.5,5.6,2.7,2.3,0.0,0.7,0.0,0.0,1107.0,3315.0,410.0,391.0,58.6,5.3,710.0,0.11,0.03,0.48,2.72,0.96,66.06,15.6,419.3,4534.0,84.4,5.47,3
26,69.0,79.8,1.9,0.2,0.1,17.3,2.5,5.4,2.5,2.3,0.0,0.7,0.0,0.0,1.0,426.0,14.0,17.0,0.5,0.3,46.0,0.04,0.0,0.07,0.07,0.29,0.0,15.0,59.5,3681.0,0.0,1.11,3
27,693.0,122.7,84.8,6.2,2.8,71.8,0.0,50.5,23.7,26.8,0.0,0.0,0.0,0.0,5148.0,1418.0,49.0,162.0,17.5,3.0,845.0,0.0,0.0,0.07,1.01,1.24,35.31,0.0,49.3,110.0,0.0,2.41,3
29,69.0,79.8,1.9,0.2,0.1,17.3,2.5,5.4,2.5,2.3,0.0,0.7,0.0,0.0,1.0,426.0,14.0,17.0,0.5,0.3,46.0,0.04,0.0,0.07,0.07,0.29,0.0,15.0,59.5,3681.0,0.0,1.11,3
30,1392.0,117.8,27.7,8.4,3.3,339.0,36.0,200.6,2.2,1.7,0.0,0.0,196.7,0.0,64.0,2135.0,1063.0,335.0,8.7,2.5,347.0,1.86,109.4,0.12,0.52,1.12,0.0,215.1,196.8,18166.0,0.0,39.87,2
38,555.0,64.5,12.0,6.9,3.4,114.6,6.3,58.4,12.3,9.2,0.0,4.4,32.4,0.0,423.0,322.0,33.0,89.0,3.7,2.5,182.0,0.0,0.0,0.26,0.13,0.44,0.21,0.0,82.1,5.0,0.0,2.27,0
39,557.0,52.6,4.7,1.5,0.3,139.4,10.4,26.1,0.7,0.5,0.0,0.0,24.8,0.0,1.0,758.0,39.0,60.0,1.2,1.0,114.0,0.0,0.0,0.23,0.18,0.63,0.0,17.3,63.2,25.0,0.0,14.38,0
40,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
41,532.0,121.9,22.2,46.9,17.3,5.8,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1079.0,429.0,63.0,32.0,3.2,1.5,283.0,0.07,0.03,0.15,0.58,0.4,1.61,0.6,112.6,627.0,84.4,2.56,3
42,79.0,276.5,1.8,1.0,0.4,19.3,4.4,1.6,0.9,0.7,0.0,0.0,0.1,0.0,18.0,454.0,48.0,44.0,2.3,0.6,47.0,0.02,0.0,0.09,0.04,0.14,0.0,36.9,48.0,51.0,0.0,2.63,0
43,430.0,91.5,0.7,0.7,0.2,106.6,1.4,97.2,0.5,0.4,0.0,0.0,96.4,0.0,5.0,153.0,30.0,11.0,0.4,0.3,22.0,0.0,0.0,0.08,0.02,0.06,0.0,34.2,0.8,18.0,0.0,0.55,0
44,592.0,206.7,39.0,44.5,11.0,7.5,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,96.0,826.0,60.0,70.0,4.4,1.8,438.0,0.0,0.0,0.23,0.75,0.68,16.27,34.0,58.0,720.0,0.0,1.72,1
46,47.0,86.3,0.3,0.2,0.1,13.0,1.5,9.6,2.8,5.6,0.0,0.0,1.3,0.0,4.0,113.0,4.0,4.0,0.1,0.2,11.0,0.0,0.0,0.05,0.01,0.04,0.0,3.1,0.0,919.0,0.0,0.07,1
47,497.0,192.0,23.6,20.4,7.2,58.5,6.5,11.5,2.6,3.2,0.0,1.6,3.9,0.0,1704.0,339.0,111.0,68.0,4.3,2.9,330.0,0.07,0.03,0.31,0.6,0.27,1.04,7.3,157.7,725.0,84.4,8.37,3
49,665.0,106.5,3.0,72.1,31.1,8.0,1.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,19.0,262.0,4.0,9.0,0.9,0.7,80.0,0.39,0.0,0.06,0.47,0.12,0.09,0.2,24.4,71.0,0.0,0.07,0
51,519.0,6.0,22.2,48.1,7.6,17.6,15.5,0.7,0.3,0.2,0.0,0.0,0.3,0.0,2.0,470.0,1354.0,299.0,22.3,3.8,546.0,0.0,0.0,0.91,0.27,0.71,0.0,0.6,94.2,0.0,0.0,20.57,0
52,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
53,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
54,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
55,290.0,13.9,20.9,0.6,0.2,61.5,18.5,0.4,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1203.0,87.0,162.0,7.1,3.1,442.0,0.0,0.0,0.41,0.14,0.34,0.0,1.2,110.7,0.0,0.0,11.14,0
56,547.0,174.5,24.3,12.8,3.6,86.3,3.7,9.8,3.0,5.6,0.0,0.0,1.3,0.0,143.0,450.0,63.0,123.0,4.9,3.8,361.0,0.07,0.03,0.6,0.6,0.47,0.8,3.8,123.7,1477.0,84.4,3.74,1
57,256.0,166.7,1.3,25.2,23.4,7.4,0.3,6.8,0.4,0.1,0.0,0.1,6.3,0.0,42.0,218.0,5.0,34.0,0.9,0.4,64.0,0.02,0.04,0.04,0.0,0.02,0.0,1.9,1.7,2.0,0.0,0.07,0
58,158.0,255.9,22.7,2.0,0.6,16.1,6.3,1.8,0.9,0.9,0.0,0.0,0.0,0.0,405.0,889.0,825.0,135.0,3.8,2.3,418.0,0.02,0.0,0.18,0.24,0.32,2.49,78.2,175.5,650.0,0.0,4.13,1
59,47.0,86.3,0.3,0.2,0.1,13.0,1.5,9.6,2.8,5.6,0.0,0.0,1.3,0.0,4.0,113.0,4.0,4.0,0.1,0.2,11.0,0.0,0.0,0.05,0.01,0.04,0.0,3.1,0.0,919.0,0.0,0.07,1
61,1012.0,125.4,4.9,0.8,0.2,265.0,10.9,196.3,2.1,1.8,0.0,0.0,192.4,0.0,72.0,1415.0,541.0,164.0,3.7,1.3,96.0,0.02,0.0,0.11,0.36,0.45,0.0,3.9,61.9,51.0,0.0,6.64,0
65,383.0,103.1,9.3,2.3,0.7,84.0,7.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,11.0,396.0,39.0,65.0,2.4,0.9,151.0,0.0,0.0,0.22,0.05,0.21,0.0,43.8,27.7,0.0,0.0,0.81,0
66,95.0,172.8,1.7,0.7,0.3,23.8,2.0,15.0,7.5,7.4,0.0,0.0,0.2,0.0,5.0,335.0,30.0,24.0,0.3,0.4,47.0,0.04,0.0,0.1,0.07,0.12,0.0,86.3,14.9,0.0,0.0,0.72,0
67,31.0,91.0,0.7,0.5,0.2,7.3,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.01,0.03,0.0,34.0,0.0,0.0,0.0,0.55,0
68,281.0,26.8,10.1,1.0,0.0,60.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,250.0,10.0,22.0,1.1,0.8,156.0,0.0,0.0,0.02,0.69,0.06,0.32,0.0,22.2,0.0,0.0,0.39,0
69,79.0,276.5,1.8,1.0,0.4,19.3,4.4,1.6,0.9,0.7,0.0,0.0,0.1,0.0,18.0,454.0,48.0,44.0,2.3,0.6,47.0,0.02,0.0,0.09,0.04,0.14,0.0,36.9,48.0,51.0,0.0,2.63,0
70,393.0,195.1,1.9,1.1,0.4,100.5,4.4,1.6,0.9,0.7,0.0,0.0,0.1,0.0,8.0,454.0,47.0,43.0,2.2,0.6,39.0,0.02,0.0,0.09,0.09,0.15,0.0,39.5,48.3,51.0,0.0,2.67,0
71,44.0,187.0,1.4,0.6,0.2,10.2,1.7,3.2,1.7,1.6,0.0,0.0,0.1,0.0,7.0,266.0,41.0,18.0,1.5,0.3,37.0,0.04,0.0,0.08,0.03,0.05,0.0,41.3,4.6,112.0,0.0,0.59,0
72,48.0,86.0,0.6,0.2,0.1,13.0,1.2,9.8,0.6,3.4,0.0,0.0,5.8,0.0,5.0,119.0,8.0,9.0,0.3,0.2,12.0,0.01,0.0,0.05,0.05,0.11,0.0,22.7,27.1,1865.0,0.0,1.2,1
73,446.0,178.8,11.0,6.0,1.3,92.4,9.0,33.7,19.0,0.3,0.0,0.0,0.0,14.4,5271.0,631.0,119.0,112.0,3.8,1.3,246.0,0.0,0.0,0.04,0.33,1.07,0.0,11.3,42.5,2258.0,0.0,3.79,3
74,266.0,41.4,12.0,8.7,2.8,35.9,2.0,3.7,1.0,1.0,0.1,0.9,0.6,0.1,437.0,125.0,157.0,18.0,0.6,1.1,122.0,0.09,0.49,0.1,0.13,0.06,0.31,5.1,21.1,153.0,0.0,3.62,0
75,58.0,84.0,2.2,2.4,0.0,10.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,5.0,27.0,0.7,0.7,50.0,0.0,0.0,0.0,0.1,0.0,0.0,32.0,0.0,1617.0,0.0,0.0,1
76,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
77,701.0,121.3,9.0,2.4,0.7,166.3,6.3,1.2,0.4,0.4,0.0,0.0,0.3,0.0,7.0,354.0,24.0,63.0,2.3,1.0,142.0,0.02,0.0,0.17,0.1,0.23,0.0,27.4,44.2,2.0,0.0,0.46,0
79,47.0,85.8,1.1,0.5,0.2,11.7,3.2,0.7,0.4,0.3,0.0,0.0,0.0,0.0,4.0,304.0,21.0,33.0,2.0,0.5,17.0,0.02,0.0,0.02,0.03,0.1,0.0,2.9,45.0,51.0,0.0,2.08,0
81,75.0,76.9,2.5,0.4,0.2,19.1,5.1,1.3,0.0,0.9,0.0,0.0,0.4,0.0,15.0,358.0,46.0,50.0,0.8,0.8,93.0,0.0,0.0,0.05,0.04,0.09,0.0,3.3,0.0,11.0,0.0,0.13,0
84,1458.0,198.9,2.1,72.5,31.2,214.3,2.0,202.9,5.2,5.2,0.0,0.0,192.5,0.0,66.0,836.0,497.0,119.0,0.3,0.6,44.0,0.0,0.0,0.05,0.27,0.34,0.0,110.0,99.7,96.0,0.0,5.19,0
85,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
86,644.0,118.1,10.8,4.2,1.6,160.1,20.1,4.3,1.1,2.1,0.0,0.0,1.0,0.0,2849.0,2013.0,206.0,303.0,27.3,2.7,191.0,0.02,0.0,0.06,0.57,1.05,0.0,17.6,62.0,93.0,0.0,18.59,3
87,431.0,282.6,4.2,0.7,0.2,110.3,6.5,12.4,3.8,3.4,0.0,0.7,4.5,0.0,91.0,945.0,92.0,42.0,1.3,0.8,105.0,0.04,0.0,0.15,0.24,0.49,0.0,25.4,79.3,26332.0,0.0,1.83,2
88,287.0,57.7,18.0,23.3,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,254.0,33.0,18.0,1.0,2.4,161.0,0.0,0.0,0.67,0.16,0.36,0.78,0.5,4.9,79.0,0.0,0.32,0
90,576.0,4.7,22.3,54.9,8.2,15.0,10.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,461.0,64.0,378.0,6.8,3.7,723.0,0.0,0.0,0.9,0.17,0.7,0.0,0.6,78.9,0.0,0.0,22.71,0
91,816.0,184.5,2.1,0.6,0.2,210.1,2.0,202.9,5.2,5.2,0.0,0.0,192.5,0.0,66.0,836.0,497.0,119.0,0.3,0.6,44.0,0.0,0.0,0.05,0.27,0.34,0.0,110.0,99.7,25.0,0.0,5.12,0
92,16.0,93.6,1.7,0.3,0.1,3.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,292.0,181.0,31.0,1.4,0.4,37.0,0.04,0.0,0.03,0.08,0.11,0.0,51.9,58.2,7378.0,0.0,1.34,3
93,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
94,1489.0,108.4,36.3,8.5,1.3,339.1,24.1,196.4,1.7,1.5,0.0,0.0,193.2,0.0,63.0,2452.0,573.0,499.0,11.9,8.5,969.0,0.0,0.0,0.85,0.62,0.9,0.0,96.6,189.8,0.0,0.0,18.75,0
95,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
96,546.0,216.3,23.1,47.0,17.4,9.9,2.8,0.7,0.6,0.1,0.0,0.0,0.0,0.0,1082.0,636.0,83.0,46.0,3.5,1.6,314.0,0.08,0.03,0.19,0.6,0.49,1.61,42.1,178.1,633.0,84.4,3.34,3
97,392.0,195.8,1.7,1.0,0.3,100.2,3.4,1.9,1.0,0.8,0.0,0.0,0.1,0.0,5.0,427.0,32.0,42.0,2.0,0.6,29.0,0.02,0.0,0.05,0.1,0.17,0.0,46.3,48.3,51.0,0.0,2.45,0
98,60.0,86.1,1.6,3.7,1.1,7.9,3.4,0.9,0.3,0.6,0.0,0.0,0.0,0.0,2.0,251.0,6.0,19.0,0.3,0.7,33.0,0.0,0.0,0.05,0.1,0.23,0.0,9.9,0.0,424.0,0.0,1.38,1
99,375.0,200.1,1.4,0.4,0.0,97.4,2.4,11.8,2.8,2.5,0.0,0.0,6.4,0.0,5.0,336.0,12.0,13.0,0.4,0.5,30.0,0.04,0.0,0.03,0.11,0.1,0.0,37.0,19.9,212.0,0.0,1.05,0
100,283.0,33.3,10.0,6.1,2.9,49.2,4.2,6.7,2.1,2.9,0.0,1.6,0.0,0.0,355.0,137.0,18.0,46.0,1.3,1.4,130.0,0.0,0.0,0.22,0.07,0.11,0.21,0.0,66.7,5.0,0.0,2.04,0
101,28.0,187.6,1.6,0.2,0.0,8.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,14.0,174.0,48.0,2.0,0.2,28.0,0.0,0.0,0.02,0.02,1.0,0.42,0.2,74.4,524.0,0.0,0.26,1
102,48.0,86.0,0.6,0.2,0.1,13.0,1.2,9.8,0.6,3.4,0.0,0.0,5.8,0.0,5.0,119.0,8.0,9.0,0.3,0.2,12.0,0.01,0.0,0.05,0.05,0.11,0.0,22.7,27.1,1865.0,0.0,1.2,1
103,84.0,175.1,0.9,0.4,0.1,22.8,2.1,17.8,3.8,8.2,0.0,0.0,5.8,0.0,9.0,292.0,20.0,17.0,0.5,2.7,43.0,0.1,0.0,0.08,0.09,0.2,7.24,26.6,39.5,3212.0,0.0,1.59,3
104,36.0,89.1,0.3,0.2,0.0,9.8,0.9,8.0,3.2,4.8,0.0,0.0,0.0,0.0,4.0,173.0,12.0,8.0,0.2,2.5,31.0,0.09,0.0,0.03,0.04,0.09,7.24,3.9,12.4,1347.0,0.0,0.39,1
105,828.0,180.6,2.4,1.0,0.4,212.8,4.4,197.2,2.6,2.2,0.0,0.0,192.5,0.0,66.0,968.0,517.0,139.0,2.2,1.0,48.0,0.02,0.0,0.09,0.25,0.36,0.0,36.9,61.9,51.0,0.0,6.94,0
107,60.0,86.1,1.6,3.7,1.1,7.9,3.4,0.9,0.3,0.6,0.0,0.0,0.0,0.0,2.0,251.0,6.0,19.0,0.3,0.7,33.0,0.0,0.0,0.05,0.1,0.23,0.0,9.9,0.0,424.0,0.0,1.38,1
108,1222.0,281.3,7.9,1.9,0.3,303.6,7.4,199.1,2.7,4.0,0.0,0.0,192.4,0.0,72.0,2071.0,550.0,182.0,6.6,5.2,157.0,0.08,0.41,0.22,0.28,0.6,0.0,20.8,95.0,123.0,0.0,6.9,0
109,31.0,91.0,0.7,0.5,0.2,7.3,1.2,0.9,0.5,0.4,0.0,0.0,0.1,0.0,4.0,150.0,26.0,10.0,0.2,0.1,22.0,0.0,0.0,0.07,0.01,0.03,0.0,34.0,0.0,0.0,0.0,0.55,0
110,187.0,71.2,13.1,14.4,4.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,156.0,67.0,14.0,2.8,1.7,236.0,0.26,0.0,0.24,0.52,0.21,2.24,0.0,116.5,978.0,0.0,2.26,1
111,642.0,14.4,0.0,71.9,31.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.07,0
112,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
113,1096.0,113.1,1.4,0.6,0.2,282.6,1.2,196.5,2.2,1.9,0.0,0.0,192.5,0.0,62.0,664.0,496.0,106.0,0.2,0.5,31.0,0.0,0.0,0.07,0.27,0.28,0.0,36.6,20.2,0.0,0.0,4.9,0
114,183.0,71.0,17.1,12.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,249.0,6.0,21.0,0.9,1.7,156.0,0.0,0.0,0.11,0.21,0.22,0.87,2.8,10.6,106.0,0.0,0.36,0
115,135.0,75.9,12.7,8.9,3.1,1.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,138.0,135.0,54.0,11.0,1.9,1.3,186.0,0.07,0.03,0.09,0.48,0.11,0.8,0.6,78.6,558.0,84.4,2.22,1
116,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
117,283.0,33.3,10.0,6.1,2.9,49.2,4.2,6.7,2.1,2.9,0.0,1.6,0.0,0.0,355.0,137.0,18.0,46.0,1.3,1.4,130.0,0.0,0.0,0.22,0.07,0.11,0.21,0.0,66.7,5.0,0.0,2.04,0
118,328.0,113.0,1.8,0.4,0.1,83.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,362.0,46.0,16.0,1.5,0.4,22.0,0.0,0.0,0.05,0.13,0.18,0.0,13.1,98.3,4388.0,0.0,0.48,3
119,127.0,64.7,2.7,1.9,0.7,29.7,3.2,18.4,1.3,1.8,0.0,0.3,14.9,0.0,2.0,459.0,23.0,107.0,0.3,0.5,28.0,0.16,0.36,0.2,0.19,0.32,0.0,44.3,138.0,28.0,0.0,2.08,0
120,74.0,80.5,2.6,0.2,0.0,15.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,386.0,4.0,20.0,0.6,1.1,38.0,0.0,0.0,0.08,0.03,0.15,0.0,29.5,11.4,0.0,0.0,0.02,0
121,90.0,76.5,2.8,0.1,0.0,19.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,570.0,2.0,12.0,0.7,1.1,42.0,0.0,0.0,0.13,0.02,0.19,0.0,9.1,9.1,0.0,0.0,0.19,0
122,47.0,85.8,1.1,0.5,0.2,11.7,3.2,0.7,0.4,0.3,0.0,0.0,0.0,0.0,4.0,304.0,21.0,33.0,2.0,0.5,17.0,0.02,0.0,0.02,0.03,0.1,0.0,2.9,45.0,51.0,0.0,2.08,0
123,242.0,34.3,4.6,1.4,0.3,57.9,10.4,26.1,0.7,0.5,0.0,0.0,24.8,0.0,1.0,758.0,39.0,60.0,1.2,1.0,114.0,0.0,0.0,0.23,0.13,0.61,0.0,14.7,59.9,25.0,0.0,14.34,0
124,814.0,185.6,1.5,0.6,0.2,209.7,1.1,202.7,5.7,4.4,0.0,0.0,192.7,0.0,59.0,765.0,485.0,110.0,0.7,0.9,35.0,0.0,0.0,0.05,0.24,0.29,0.0,43.2,16.9,112.0,0.0,4.94,0
126,48.0,86.0,0.6,0.2,0.1,13.0,1.2,9.8,0.6,3.4,0.0,0.0,5.8,0.0,5.0,119.0,8.0,9.0,0.3,0.2,12.0,0.01,0.0,0.05,0.05,0.11,0.0,22.7,27.1,1865.0,0.0,1.2,1
127,58.0,84.0,2.2,2.4,0.0,10.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,5.0,27.0,0.7,0.7,50.0,0.0,0.0,0.0,0.1,0.0,0.0,32.0,0.0,1617.0,0.0,0.0,1
131,419.0,74.0,90.7,3.5,1.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7459.0,1176.0,2456.0,533.0,11.2,2.3,1322.0,0.0,0.0,0.05,0.22,0.2,8.54,0.0,0.0,57.0,0.0,1.91,3
132,152.0,76.3,12.4,11.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,105.0,5.0,11.0,1.0,1.6,100.0,0.0,0.0,0.06,0.22,0.04,0.94,2.5,31.4,17.0,0.0,0.23,0
134,396.0,208.6,29.2,19.3,5.9,28.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107.0,1180.0,28.0,123.0,4.6,4.0,369.0,0.0,0.0,0.22,0.68,1.07,0.94,32.0,126.9,17.0,0.0,6.37,3
135,162.0,68.8,20.4,8.3,4.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,370.0,7.0,20.0,2.5,4.4,191.0,0.0,0.0,0.07,0.14,0.36,1.4,0.6,10.2,18.0,0.0,0.27,0
136,115.0,262.3,6.4,0.7,0.2,28.6,12.9,3.4,1.0,0.9,0.0,0.0,1.4,0.0,29.0,745.0,52.0,49.0,2.1,1.8,222.0,0.01,0.0,0.25,0.43,0.35,0.41,33.0,47.7,6.0,0.0,0.93,0
137,647.0,272.3,22.4,45.8,9.9,55.5,17.3,13.7,1.2,0.7,0.0,0.0,11.7,0.0,121.0,1104.0,193.0,331.0,8.4,7.1,657.0,0.01,0.0,0.71,0.36,0.62,0.13,16.7,106.9,22979.0,0.0,5.13,2
